"title","authors","issue","abstract","year","vol","no","start_page","end_page","pages"
"儿童在归纳推理中的多样性效应","钟罗金;莫雷;刘志雅;李倩雯;Lee, Myung Sook","2012 Vol. 44 Issue (1)  87-99<U+00A0><U+00A0><U+00A0><U+00A0>","3个实验探讨了儿童在归纳推理中是否具有多样性效应的争议。实验1采用寻找证据法, 使用图片材料, 得出5岁儿童在归纳推理中没有多样性效应, 表现为典型性效应。实验2改用归属法发现：5岁儿童在归纳推理中表现出多样性效应。实验3采用寻找证据法, 但使用实物材料, 并且加大了多样性前提的差异程度, 结果发现：3岁儿童在归纳推理中也表现出多样性效应。本研究结果表明, 在适合的条件下, 儿童在归纳推理中能表现出多样性效应。",2012,44,1,87,99,13
"解读成语中的他人心理与互动心理：来自眼动和ERP的证据","王益文;郑玉玮;沈德立;崔磊;闫国利","2012 Vol. 44 Issue (1)  100-111<U+00A0><U+00A0><U+00A0><U+00A0>","为了探查理解单个他人心理与解读互动心理的差异机制, 在实验一和实验二中分别采用眼动和事件相关电位技术来测评个体解读中文四字成语中的单个他人心理和互动心理的加工过程。眼动实验发现, 单人成语第二个字的总阅读时间显著长于物理成语; 随后, 互动成语前三字的凝视时间显著长于单人和物理成语。脑电实验发现, 在成语呈现后500~700ms, 解读单人和互动成语诱发的额区晚期正成分(LPC)平均波幅显著大于解读物理成语; 之后在700~800ms, 解读互动成语诱发的额中区LPC平均波幅显著大于解读单人和物理成语。眼动注视模式和脑电证据共同印证了理解单个他人的心理与理解多人的互动心理存在时间和强度上的差异。相对于物理表征和单人心理的加工, 理解更为复杂的互动心理需要更长的加工时间和更强的神经活动。",2012,44,1,100,111,12
"创伤青少年自传体记忆具体性减少：情感调节还是执行控制受损","陈雪军;黄月胜;党晓姣;郑希付","2012 Vol. 44 Issue (1)  112-120<U+00A0><U+00A0><U+00A0><U+00A0>","结合经典的自传体记忆测验(AMT)和反转-自传体记忆测验(AMT-R)探究创伤青少年自传体记忆具体性减少的原因。首先通过创伤事件终身经历问卷-学生版(LIET-S)和创伤后症状自评量表(CROPS)对630名青少年进行筛查, 然后结合访谈, 并采用儿童事件冲击量表-修订版(CRIES)测量创伤程度, 最终选取有创伤后症状的青少年63名, 分为高创伤组和低创伤组, 另无创伤经历的青少年30名作为控制组。三组被试均参加AMT和AMT-R实验。结果发现, 在AMT中, 创伤青少年表现出自传体记忆具体性减少的特点, 且创伤后症状越严重, 具体性减少越明显; 在AMT-R中, 创伤青少年提取的具体记忆数量与控制组无显著差异。结果表明, 创伤青少年自传体记忆具体性的减少是情感调节的结果。",2012,44,1,112,120,9
"多维测验项目参数的估计：基于SEM与MIRT方法的比较","刘红云;骆方;王玥;张玉","2012 Vol. 44 Issue (1)  121-132<U+00A0><U+00A0><U+00A0><U+00A0>","作者简要回顾了SEM框架下分类数据因素分析(CCFA)模型和MIRT框架下测验题目和潜在能力的关系模型, 对两种框架下的主要参数估计方法进行了总结。通过模拟研究, 比较了SEM框架下WLSc和WLSMV估计方法与MIRT框架下MLR和MCMC估计方法的差异。研究结果表明：(1) WLSc得到参数估计的偏差最大, 且存在参数收敛的问题; (2)随着样本量增大, 各种项目参数估计的精度均提高, WLSMV方法与MLR方法得到的参数估计精度差异很小, 大多数情况下不比MCMC方法差; (3)除WLSc方法外, 随着每个维度测验题目的增多参数估计的精度逐渐增高; (4)测验维度对区分度参数和难度参数的影响较大, 而测验维度对项目因素载荷和阈值的影响相对较小; (5)项目参数的估计精度受项目测量维度数的影响, 只测量一个维度的项目参数估计精度较高。另外文章还对两种方法在实际应用中应该注意的问题提供了一些建议。",2012,44,1,121,132,12
"什么是好的理论？基于理论心理学的视角","叶浩生;汉克·斯塔姆","2012 Vol. 44 Issue (1)  133-137<U+00A0><U+00A0><U+00A0><U+00A0>","文章在Hong, Chao, Yang & Rosner (2010)的基础上, 从理论心理学的视角继续探讨了“什么是好的理论”。文章认为, 在传统经验主义的视野中, 好的理论必须根源于经验, 从经验观察中进行提炼和抽象, 并最终由经验事实来进行证实或证伪。它认为：(1)理论是对事实的归纳和抽象; (2)理论是对事实的解释; (3)理论是实验假设的来源; (4)理论的发展是一个知识可累加的过程。但是, 随着哲学、心理学的发展, 当代人们关于理论的看法正在逐渐进入后经验主义时代。它主要持以下观点：(1)理论不只是经验事实的归纳与概括, 非经验的理论思辨本身也可能提出创新性的理论; (2)理论具有解释、预测的功能, 但更重要的是具有批判与反思的功能; (3)理论不一定是经验事实中的“发现”, 还可能是心理学家联盟的一种“发明”或“共识”; (4)理论的发展不一定是知识累积式的, 还可能是不可通约的不同范式之间的转换。在这种理论观下, 与经验证据的相符不再是判断“好的理论”的唯一或关键的标准, 人们可以在概念与逻辑、价值观与意识形态、修辞与叙事、应用与实践等不同的层次和水平上对理论展开评价。",2012,44,1,133,137,5
"包容多样性的理论建构","康螢儀;周文芝","2012 Vol. 44 Issue (1)  138-141<U+00A0><U+00A0><U+00A0><U+00A0>","Ye和Stam (2012)的评论中将Hong, Chao, Yang和Rosner (2010)标签成逻辑经验主义派, 他们认为这个派别常常“限制”了理论的应用和其本身的价值。为了向读者们提供一个对理论建立过程的更完整的理解, 同时也为了从这些迥异的观点中汲取更多知识, 在这篇文章中, 我们比较 Hong等人(2010)与Ye和Stam (2012)所建议的两种不同方法论之间的差异, 并将其放入更广阔的历史背景下进行论述。我们的主张是：每一种方法论都是有它自己的适用范围和局限性。对研究者来说, 保持在对待不同论点上开明和宽容的态度, 并避免本质化不同方法论间的差异也是十分重要的。",2012,44,1,138,141,4
"《心理学报》2011年审稿专家名录",NA,"2012 Vol. 44 Issue (1)  142-143<U+00A0><U+00A0><U+00A0><U+00A0>",NA,2012,44,1,142,143,2
"竞争与情绪对顿悟的原型启发效应的影响","李亚丹;马文娟;罗俊龙;张庆林","2012 Vol. 44 Issue (1)  1-13<U+00A0><U+00A0><U+00A0><U+00A0>","以汉字字谜为材料, 采用“原型学习-问题测试”范式, 考察不同竞争水平(高、中、低竞争强度和无竞争)情境下诱发的情绪效价(积极、中性和消极)对顿悟中的原型启发的影响。结果发现：1)竞争水平对字谜问题解决中的原型启发有显著影响, 低强度竞争水平最有利于靶字谜问题的解决, 中等强度和高强度下效果次之, 无竞争条件下效果最差; 2)诱发情绪对靶字谜问题解决的原型启发也有显著影响, 消极情绪和中性情绪下比积极情绪下靶字谜的正确率更高; 3)有无竞争与情绪效价之间的交互作用显著, 体现了竞争和情绪这两种动力相关因素在原型启发中的动力作用不是独立的。",2012,44,1,1,13,13
"男性化与女性化对面孔偏好的影响—— 基于图像处理技术和眼动的检验","温芳芳;佐斌","2012 Vol. 44 Issue (1)  14-29<U+00A0><U+00A0><U+00A0><U+00A0>","采用图像处理技术和眼动探讨了性别二态线索对面孔偏好的影响。实验1发现非面孔线索未掩蔽和掩蔽时, 感知男性化技术与原始照片条件下女性化的男性面孔更有吸引力和信任度; 性别二态技术条件下, 非面孔线索未掩蔽时男性化的男性面孔更有吸引力和信任度。实验2表明被试对男性面孔的平均瞳孔大小和注视次数均大于和多于女性面孔, 首次注视时间短于女性面孔; 被试对男性化面孔的首次注视时间和首次注视持续时间均长于女性化面孔。",2012,44,1,14,29,16
"内隐与外显记忆编码阶段脑机制的重叠与分离","孟迎芳","2012 Vol. 44 Issue (1)  30-39<U+00A0><U+00A0><U+00A0><U+00A0>","记忆包括编码和提取两个重要阶段, 以往研究多关注内隐和外显记忆在提取阶段的脑机制分离, 那二者在编码阶段的脑机制是否不同？为探讨这个问题, 该实验采用两阶段的迫选再认方式, 把学习项目区分成三类：随后被选择且告知为见过的项目(记住), 随后被选择但告知为猜测的项目 (启动)以及随后未被选择的项目(忘记)。结果表明, 从200 ms开始的颞区负走向Dm效应为内隐记忆(启动vs忘记)所特有, 反映了对刺激的知觉加工过程, 400~500 ms前额区正走向的Dm效应为外显记忆(记住vs忘记)所特有, 反映了对刺激的精细加工过程, 而200~300 ms中央区及600 ms开始的顶区负走向的Dm效应为两种记忆类型所共有, 它们分别反映了对刺激的注意状态以及把编码后的刺激信息登记进相应记忆系统的过程。因此, 内隐记忆与外显记忆在编码阶段的脑机制既存在着分离, 也存在着重叠的现象。",2012,44,1,30,39,10
"盲人的时间水平方向隐喻的通道特异性","张积家;宋宜琪","2012 Vol. 44 Issue (1)  40-50<U+00A0><U+00A0><U+00A0><U+00A0>","通过2个实验, 考察了感觉通道对盲人的时间水平方向隐喻的影响。实验1发现, 盲人只在动作水平上存在同阅读方向一致的时间水平方向隐喻, 对表征过去的词或句子按左键反应和对表征将来的词或句子按右键反应时更快, 表明盲人用于隐喻时间的空间信息是知觉性的。实验2比较了明眼人可视组被试和明眼人遮眼组被试的时间空间隐喻, 发现明眼人可视组被试只在动作水平上存在时间水平方向隐喻, 明眼人遮眼组被试只在刺激在右侧时呈现才出现动作水平的时间水平方向隐喻。综合分析表明, 盲人和明眼人可视组被试的反应更为接近, 表明盲人的时间空间隐喻未受听觉信息的影响。盲人通过运动通道获得的空间认知代偿了视觉通道信息的缺失。",2012,44,1,40,50,11
"汉语阅读过程中词切分的位置：一项基于眼动随动显示技术的研究","张智君;刘志方;赵亚军;季靖","2012 Vol. 44 Issue (1)  51-62<U+00A0><U+00A0><U+00A0><U+00A0>","采用眼动随动显示技术, 通过分析动态协助或干扰词切分对阅读过程的影响, 考察汉语阅读过程中词切分的位置与数量。包括两项实验：实验一通过改变注视点附近词语的颜色来促进词汇的加工进程, 发现协助词n+1切分可改变被试的眼动模式, 说明至少加工词n+1可导致词切分效果; 实验二以类似方法干扰相应的词汇加工进程, 发现在某些实验条件下被试的眼动模式朝相反方向变化, 表明实验一结果并非由外源注意转移引起。综合分析两个实验中各种条件下首次注视概率分布、再注视时的首次注视时间和单一注视时间的差异, 得出以下结论：在汉语阅读中存在两种词切分现象, 一种由加工词n+1引起, 另一种由加工词n引起。",2012,44,1,51,62,12
"说明文阅读中因果序列的表征","伍丽梅;莫雷","2012 Vol. 44 Issue (1)  63-75<U+00A0><U+00A0><U+00A0><U+00A0>","结合自定步调阅读与句子启动再认范式, 探讨说明文阅读过程中因果序列的表征问题。研究包括3个实验, 实验1的文本提供一个包括4个概念的因果链(如, A－B－C－D), 文本最后设置包含概念A或概念B或概念C的句子, 对概念D进行探测, 结果发现, 对于概念D的再认启动作用, 概念C＞概念B＞概念A; 实验2改变因果链的说明顺序, 使之与因果链本身次序不一致, 结果与实验1一致; 实验3的文本分别介绍两条独立的因果链(如A－B－C; D－E－F), 最后呈现包含概念A或概念D的句子, 对概念C进行探测, 结果发现, 包含概念A的句子理解启动了相关因果链, 使读者对随后呈现的概念C的再认反应加快。基于本研究结果, 结合相关研究, 本文尝试提出说明文文本表征的建构模式。",2012,44,1,63,75,13
"语境和构词法线索对外国学生汉语词义猜测的作用","江新;房艳霞","2012 Vol. 44 Issue (1)  76-86<U+00A0><U+00A0><U+00A0><U+00A0>","要求学习汉语的欧美和日本留学生对三种条件下(只有词没有语境、只有语境没有词、既有词也有语境)的语义半透明的双音复合词进行猜测, 考察语境和构词法线索在欧美和日本留学生汉语生词猜测中的作用。结果显示：在猜测词义中语境和构词法线索分别都能提供一定的信息, 但同时提供两种信息能得到更好的猜测; 语境和构词法线索在生词猜测过程中所起的作用不同, 语境能提供更多句法上的信息, 构词法能提供更多语义上的信息; 目标词的结构方式对生词猜测产生影响, 与动宾式生词相比, 偏正式生词的猜测较为容易且构词法线索在其中的作用较大; 母语文字背景可能影响词义猜测的效果, 日本留学生对于构词法、语境线索以及两者的整合都比欧美留学生好。",2012,44,1,76,86,11
"儿童在归纳推理中的多样性效应","钟罗金;莫雷;刘志雅;李倩雯;Lee, Myung Sook","2012 Vol. 44 Issue (1)  87-99<U+00A0><U+00A0><U+00A0><U+00A0>","3个实验探讨了儿童在归纳推理中是否具有多样性效应的争议。实验1采用寻找证据法, 使用图片材料, 得出5岁儿童在归纳推理中没有多样性效应, 表现为典型性效应。实验2改用归属法发现：5岁儿童在归纳推理中表现出多样性效应。实验3采用寻找证据法, 但使用实物材料, 并且加大了多样性前提的差异程度, 结果发现：3岁儿童在归纳推理中也表现出多样性效应。本研究结果表明, 在适合的条件下, 儿童在归纳推理中能表现出多样性效应。",2012,44,1,87,99,13
"解读成语中的他人心理与互动心理：来自眼动和ERP的证据","王益文;郑玉玮;沈德立;崔磊;闫国利","2012 Vol. 44 Issue (1)  100-111<U+00A0><U+00A0><U+00A0><U+00A0>","为了探查理解单个他人心理与解读互动心理的差异机制, 在实验一和实验二中分别采用眼动和事件相关电位技术来测评个体解读中文四字成语中的单个他人心理和互动心理的加工过程。眼动实验发现, 单人成语第二个字的总阅读时间显著长于物理成语; 随后, 互动成语前三字的凝视时间显著长于单人和物理成语。脑电实验发现, 在成语呈现后500~700ms, 解读单人和互动成语诱发的额区晚期正成分(LPC)平均波幅显著大于解读物理成语; 之后在700~800ms, 解读互动成语诱发的额中区LPC平均波幅显著大于解读单人和物理成语。眼动注视模式和脑电证据共同印证了理解单个他人的心理与理解多人的互动心理存在时间和强度上的差异。相对于物理表征和单人心理的加工, 理解更为复杂的互动心理需要更长的加工时间和更强的神经活动。",2012,44,1,100,111,12
"创伤青少年自传体记忆具体性减少：情感调节还是执行控制受损","陈雪军;黄月胜;党晓姣;郑希付","2012 Vol. 44 Issue (1)  112-120<U+00A0><U+00A0><U+00A0><U+00A0>","结合经典的自传体记忆测验(AMT)和反转-自传体记忆测验(AMT-R)探究创伤青少年自传体记忆具体性减少的原因。首先通过创伤事件终身经历问卷-学生版(LIET-S)和创伤后症状自评量表(CROPS)对630名青少年进行筛查, 然后结合访谈, 并采用儿童事件冲击量表-修订版(CRIES)测量创伤程度, 最终选取有创伤后症状的青少年63名, 分为高创伤组和低创伤组, 另无创伤经历的青少年30名作为控制组。三组被试均参加AMT和AMT-R实验。结果发现, 在AMT中, 创伤青少年表现出自传体记忆具体性减少的特点, 且创伤后症状越严重, 具体性减少越明显; 在AMT-R中, 创伤青少年提取的具体记忆数量与控制组无显著差异。结果表明, 创伤青少年自传体记忆具体性的减少是情感调节的结果。",2012,44,1,112,120,9
"多维测验项目参数的估计：基于SEM与MIRT方法的比较","刘红云;骆方;王玥;张玉","2012 Vol. 44 Issue (1)  121-132<U+00A0><U+00A0><U+00A0><U+00A0>","作者简要回顾了SEM框架下分类数据因素分析(CCFA)模型和MIRT框架下测验题目和潜在能力的关系模型, 对两种框架下的主要参数估计方法进行了总结。通过模拟研究, 比较了SEM框架下WLSc和WLSMV估计方法与MIRT框架下MLR和MCMC估计方法的差异。研究结果表明：(1) WLSc得到参数估计的偏差最大, 且存在参数收敛的问题; (2)随着样本量增大, 各种项目参数估计的精度均提高, WLSMV方法与MLR方法得到的参数估计精度差异很小, 大多数情况下不比MCMC方法差; (3)除WLSc方法外, 随着每个维度测验题目的增多参数估计的精度逐渐增高; (4)测验维度对区分度参数和难度参数的影响较大, 而测验维度对项目因素载荷和阈值的影响相对较小; (5)项目参数的估计精度受项目测量维度数的影响, 只测量一个维度的项目参数估计精度较高。另外文章还对两种方法在实际应用中应该注意的问题提供了一些建议。",2012,44,1,121,132,12
"什么是好的理论？基于理论心理学的视角","叶浩生;汉克·斯塔姆","2012 Vol. 44 Issue (1)  133-137<U+00A0><U+00A0><U+00A0><U+00A0>","文章在Hong, Chao, Yang & Rosner (2010)的基础上, 从理论心理学的视角继续探讨了“什么是好的理论”。文章认为, 在传统经验主义的视野中, 好的理论必须根源于经验, 从经验观察中进行提炼和抽象, 并最终由经验事实来进行证实或证伪。它认为：(1)理论是对事实的归纳和抽象; (2)理论是对事实的解释; (3)理论是实验假设的来源; (4)理论的发展是一个知识可累加的过程。但是, 随着哲学、心理学的发展, 当代人们关于理论的看法正在逐渐进入后经验主义时代。它主要持以下观点：(1)理论不只是经验事实的归纳与概括, 非经验的理论思辨本身也可能提出创新性的理论; (2)理论具有解释、预测的功能, 但更重要的是具有批判与反思的功能; (3)理论不一定是经验事实中的“发现”, 还可能是心理学家联盟的一种“发明”或“共识”; (4)理论的发展不一定是知识累积式的, 还可能是不可通约的不同范式之间的转换。在这种理论观下, 与经验证据的相符不再是判断“好的理论”的唯一或关键的标准, 人们可以在概念与逻辑、价值观与意识形态、修辞与叙事、应用与实践等不同的层次和水平上对理论展开评价。",2012,44,1,133,137,5
"包容多样性的理论建构","康螢儀;周文芝","2012 Vol. 44 Issue (1)  138-141<U+00A0><U+00A0><U+00A0><U+00A0>","Ye和Stam (2012)的评论中将Hong, Chao, Yang和Rosner (2010)标签成逻辑经验主义派, 他们认为这个派别常常“限制”了理论的应用和其本身的价值。为了向读者们提供一个对理论建立过程的更完整的理解, 同时也为了从这些迥异的观点中汲取更多知识, 在这篇文章中, 我们比较 Hong等人(2010)与Ye和Stam (2012)所建议的两种不同方法论之间的差异, 并将其放入更广阔的历史背景下进行论述。我们的主张是：每一种方法论都是有它自己的适用范围和局限性。对研究者来说, 保持在对待不同论点上开明和宽容的态度, 并避免本质化不同方法论间的差异也是十分重要的。",2012,44,1,138,141,4
"《心理学报》2011年审稿专家名录",NA,"2012 Vol. 44 Issue (1)  142-143<U+00A0><U+00A0><U+00A0><U+00A0>",NA,2012,44,1,142,143,2
"视听时间再校准：适应空间与适应客体的联合及独立作用","袁祥勇;黄希庭;毕翠华;袁宏","2012 Vol. 44 Issue (2)  143-153 <U+00A0><U+00A0><U+00A0><U+00A0>","同一事件的视听成分即使同时发生, 由于两种信息的物理传播与神经传导速度的差异, 大脑知觉到它们的时刻仍会存在一定的延迟。时间再校准指大脑可以最小化并适应这段时间延迟的现象。本研究采用“适应—测验”范式, 在适应阶段连续给被试呈现视觉先于听觉或听觉先于视觉128ms的刺激对, 在测验阶段以时序判断任务来测量被试此时主观同时点的变化。通过操纵适应及新异视听刺激对(即适应客体与新异客体)在测验阶段出现的空间位置, 探索空间与客体因素对视听时间再校准的影响。结果发现, 当适应客体出现于适应空间时, 主观同时点显著偏向了时间延迟的方向; 同样显著或边缘显著的主观同时点偏移还发生于适应客体出现于未适应空间时, 以及新异客体出现于适应空间时。研究表明, 视听时间再校准在不同空间中的表现取决于适应空间与适应客体的联合或独立作用。",2012,44,2,143,153,11
"情绪名词的具体性效应：来自ERP的证据","王振宏;姚昭","2012 Vol. 44 Issue (2)  154-165<U+00A0><U+00A0><U+00A0><U+00A0>","词汇的具体性和情绪性是影响词汇加工的不同因素, 高具体性和情绪性都能够促进词汇的加工。本研究同时操纵词汇的具体性和情绪性, 使用词汇判定任务和愉悦度判断任务, 探讨了情绪名词的具体性效应及其具体性效应是否受词汇情绪信息的影响。结果发现：情绪名词的具体性效应受内隐或外显情绪条件的影响, 具体的情绪词比抽象的情绪词反应时间更短、正确率更高, 诱发了更大的N400和减小的LPC, 但LPC的具体性效应只表现在内隐情绪任务中。词汇的具体性和情绪性的相互影响发生在内隐情绪任务中的语义加工阶段, 正性、负性的具体词和抽象词的加工在N400成分上差异不显著, 而中性具体词和抽象词在N400成分上差异显著, 说明词汇的情绪信息为抽象词的加工提供了充分的语境, 因此消除了具体词的加工优势。",2012,44,2,154,165,12
"熟练汉-英双语者的语码切换机制—— 来自短语水平的证据","张积家;王悦","2012 Vol. 44 Issue (2)  166-178<U+00A0><U+00A0><U+00A0><U+00A0>","以熟练汉-英双语者为被试, 考察了在短语水平上语码切换的机制及切换代价的来源。结果表明：(1)汉语与英语表示空间方所的短语的差异和表示量的短语的对应与否影响语码切换过程, 但对于两种语言的切换代价的影响不显著, 表明语码切换代价未受特定语言的语法特征影响; (2)熟练汉-英双语者在短语水平上表现出语码切换代价的不对称性：切换至熟练语言的代价比切换至非熟练语言的代价大; (3)熟练汉-英双语者的切换代价源于两种语言短语的激活和竞争, 支持非特定语言选择假说, 可以用抑制控制模型来解释。整个研究表明, 熟练双语者的语码切换代价源于语言表征系统之外。",2012,44,2,166,178,13
"对整合模型和占优启发式模型的检验：基于信息加工过程的眼动研究证据","汪祚军;李纾","2012 Vol. 44 Issue (2)  179-198<U+00A0><U+00A0><U+00A0><U+00A0>","基于信息加工过程视角, 本研究采用眼动技术检验风险决策整合模型和占优启发式模型。结果表明, 自主决策任务条件下决策过程反应时及信息搜索模式均不同于期望价值(EV)迫选任务条件下的决策过程反应时及信息搜索模式; 自主决策任务条件下决策过程反应时并未随着选项间整体值(CPT值)差值的变大而变快, 且基于特征(attribute-based)的信息搜索多于基于选项(option-based)的信息搜索, 不符合整合模型预期。此外, 决策者亦未按照占优启发式模型所假定的决策步骤进行决策。基于信息加工过程的检验结果既不利于以累积预期理论为代表的整合模型, 亦不利于占优启发式模型。文章建议从决策过程视角检验已有决策模型及建立新的启发式决策过程模型(process model)。",2012,44,2,179,198,20
"父母元情绪理念、情绪表达与儿童社会能力的关系","梁宗保;张光珍;陈会昌;张萍","2012 Vol. 44 Issue (2)  199-210<U+00A0><U+00A0><U+00A0><U+00A0>","对341名学前儿童及其父母进行问卷调查, 考察父母元情绪理念、情绪表达与儿童社会能力的直接与间接关系。结果表明：(1) 父亲情绪教导对儿童社会能力有促进作用, 而情绪紊乱对儿童社会能力有阻碍作用; 父亲的积极情绪表达对儿童社会能力有促进作用, 消极情绪表达则有负向作用; 此外, 父亲情绪教导、情绪紊乱除了对儿童社会能力具有直接作用外, 还通过其情绪表达对儿童社会能力具有间接影响。(2) 母亲情绪教导对儿童社会能力具有积极作用, 而情绪紊乱则具有消极影响; 母亲积极情绪表达对儿童社会能力有促进作用, 而消极情绪表达对儿童社会能力无显著预测关系; 母亲情绪教导通过其积极情绪表达对儿童社会能力具有间接促进作用。",2012,44,2,199,210,12
"教养方式、气质对青少年攻击的影响：独特、差别与中介效应检验","李董平;张卫;李丹黎;王艳辉;甄霜菊","2012 Vol. 44 Issue (2)  211-225<U+00A0><U+00A0><U+00A0><U+00A0>","运用“多前因变量－多结果变量”框架, 探讨教养方式、气质对青少年直接和间接攻击有无独特效应与差别效应, 以及规范信念(认为攻击他人是正确和可接受的)在其中的中介作用。660名青少年(平均年龄14.14岁, 女生364人)报告了教养方式、气质特征、攻击信念和攻击行为的情况。多重和多元回归分析表明：(1)教养方式(权威、专制、纵容)对直接攻击独特效应不显著, 气质(意志控制、愤怒挫折、感觉寻求)对直接攻击有独特效应; 教养方式(权威、专制、纵容)和气质(意志控制、感觉寻求)对间接攻击有独特效应。(2)教养方式(权威、专制、纵容)与直接攻击的联系显著弱于其与间接攻击的联系, 而气质(愤怒挫折、感觉寻求)与直接攻击的联系则显著强于其与间接攻击的联系。(3)两类规范信念与两类攻击具有不完全的特异性联系, 而且直接规范在气质(意志控制、感觉寻求)与两类攻击之间具有中介作用, 间接规范在教养方式(权威)与间接攻击、气质(愤怒挫折)与两类攻击之间具有中介作用。因此, 教养方式和气质对不同形式攻击行为的影响不同, 且这种影响可以部分地由规范信念加以解释。",2012,44,2,211,225,15
"中国军人心理健康状况的横断历史研究：1990~2007","衣新发;赵倩;蔡曙山","2012 Vol. 44 Issue (2)  226-236<U+00A0><U+00A0><U+00A0><U+00A0>","使用1990~2007年18年间的142组数据, 以横断历史研究的元分析方法, 研究了108736位中国军人的心理健康状况随年代的变化趋势。这些数据来自94篇相关研究报告, 这些研究都使用了90项症状自评量表(SCL-90)作为心理健康的测评工具。结果发现：(1)世纪之交的18年间, 中国军人的心理健康越来越好; (2)18年间, 中国军人在“人际敏感”方面变化最大, 而在“躯体化”方面变化最小; (3)18年间, 中国军人在“恐怖”方面最没问题, 而在“强迫症状”和“人际敏感”方面所表现出的问题一直突出; (4)中国独生子女军人(N = 1944)的心理健康状况低于非独生子女军人(N = 2649); (5)中国城市籍军人(N = 7808)的心理健康状况低于农村籍军人(N = 11459); (6)中国高中学历军人(N = 10189)的心理健康状况低于初中(N = 8407)和大学学历(N = 863)的军人。",2012,44,2,226,236,11
"创新氛围、创新效能感与团队创新：团队领导的调节作用","隋杨;陈云云;王辉","2012 Vol. 44 Issue (2)  237-248<U+00A0><U+00A0><U+00A0><U+00A0>","在团队层次探讨创新氛围、创新效能感以及团队领导对团队创新绩效的影响。对51个工作团队的研究结果表明, 团队创新氛围与团队创新绩效有显著的正向关系, 而团队创新效能感在这一关系中起到中介作用。同时, 引领创新的团队领导调节了创新效能感与团队创新绩效之间的关系, 团队领导越倾向于引领创新, 创新效能感与创新绩效之间的关系就越强, 经由创新效能感传导的创新氛围对创新绩效的效应也就越大。研究结果深刻揭示了创新氛围、创新效能感、创新领导和团队创新之间的关系。",2012,44,2,237,248,12
"基于等级反应模型的规则空间方法","田伟;辛涛","2012 Vol. 44 Issue (2)  249-262<U+00A0><U+00A0><U+00A0><U+00A0>","本研究基于Tatsuoka的规则空间方法, 对理想反应模式与异常反应指标进行了扩展, 推导了多级评分项目下规则空间方法的算法公式。在4种属性层级结构(发散型、收敛型、线型与无结构型)×4种“失误”作答概率(2%、5%、10%与15%)测验情境下, 以属性模式判准率、被试属性判准率、敏感性与特异性为指标, 检验了多级评分项目下规则空间方法的分类准确性。结果表明：(1) 基于多级评分项目构建的异常反应指标, 能有效地对被试进行分类与解释, 且0-1评分项目下异常反应指标及其性质都是多级评分下的特例; (2) 随着“失误”作答概率的增加, 4种属性层级结构的分类准确性都会降低; (3) 线型和收敛型的分类准确性明显好于发散型与无结构型; (4) 纯规则点的分布对规则空间方法的分类准确性有显著影响。",2012,44,2,249,262,14
"贝叶斯题组随机效应模型的必要性及影响因素","刘玥;刘红云","2012 Vol. 44 Issue (2)  263-275<U+00A0><U+00A0><U+00A0><U+00A0>","题组模型可以解决传统IRT模型由于题目间局部独立性假设违背时所导致的参数估计偏差。为探讨题组随机效应模型的适用范围, 采用Monte Carlo模拟研究, 分别使用2-PL贝叶斯题组随机效应模型(BTRM)和2-PL贝叶斯模型(BM)对数据进行拟合, 考虑了题组效应、题组长度、题目数量和局部独立题目比例的影响。结果显示：(1) BTRM不受题组效应和题组长度影响, BM对参数估计的误差随题组效应和题组长度增加而增加。(2) BTRM具有一定的普遍性, 且当题组效应大, 题组长, 题目数量大时使用该模型能减少估计误差, 但是当题目数量较小时, 两个模型得到的能力估计误差都较大。(3)当局部独立题目的比例较大时, 两种模型得到的参数估计差异不大。",2012,44,2,263,275,13
"意象思维与躯体化症状：疾病表达的文化心理学途径","吕小康;汪新建","2012 Vol. 44 Issue (2)  276-284<U+00A0><U+00A0><U+00A0><U+00A0>","意象思维是中国人的传统思维模式, 它通过观物取象和取象比类的方式认知世界、推演联系。这种思维模式塑造了中国人特有的身心不分而非两分的身体观、疾病观和治疗观。在中国人的观念中, 身体不仅仅是一具生理躯体, 还具有气、阴阳、五行等本土概念所体现的弥合物质与精神、联结生理与心理的模糊性与开放性。人们在表达疾病感觉时通常不分生理与心理, 任何一方面出现不适感觉即可认为自己生病, 在面对心理医生时也倾向于同时报告躯体状况与心理感觉, 从而使得临床报告出现较高的躯体化报告率。这正是文化心理影响疾病表达的体现。这也使得疾病不仅是一种医学现象, 也是一种文化现象; 医学不仅需要生理知识, 也需要人文知识。",2012,44,2,276,284,9
