"title","authors","issue","abstract","year","vol","no","start_page","end_page","pages"
"约制与建构：环境议题的呈现机制
基于A市市民反建L垃圾焚烧厂的省思[J].","龚文娟.","社会杂志,2013,33(1):161-194.","",2013,33,1,161,194,34
"约制与建构：环境议题的呈现机制
基于A市市民反建L垃圾焚烧厂的省思[J].","龚文娟.","社会杂志,2013,33(1):161-194.","",2013,33,1,161,194,34
"约制与建构：环境议题的呈现机制
基于A市市民反建L垃圾焚烧厂的省思[J].","龚文娟.","社会杂志,2013,33(1):161-194.","",2013,33,1,161,194,34
"约制与建构：环境议题的呈现机制
基于A市市民反建L垃圾焚烧厂的省思[J].","龚文娟.","社会杂志,2013,33(1):161-194.","",2013,33,1,161,194,34
"约制与建构：环境议题的呈现机制
基于A市市民反建L垃圾焚烧厂的省思[J].","龚文娟.","社会杂志,2013,33(1):161-194.","",2013,33,1,161,194,34
"约制与建构：环境议题的呈现机制
基于A市市民反建L垃圾焚烧厂的省思[J].","龚文娟.","社会杂志,2013,33(1):161-194.","",2013,33,1,161,194,34
"约制与建构：环境议题的呈现机制
基于A市市民反建L垃圾焚烧厂的省思[J].","龚文娟.","社会杂志,2013,33(1):161-194.","",2013,33,1,161,194,34
"约制与建构：环境议题的呈现机制
基于A市市民反建L垃圾焚烧厂的省思[J].","龚文娟.","社会杂志,2013,33(1):161-194.","",2013,33,1,161,194,34
"约制与建构：环境议题的呈现机制
基于A市市民反建L垃圾焚烧厂的省思[J].","龚文娟.","社会杂志,2013,33(1):161-194.","",2013,33,1,161,194,34
"约制与建构：环境议题的呈现机制
基于A市市民反建L垃圾焚烧厂的省思[J].","龚文娟.","社会杂志,2013,33(1):161-194.","",2013,33,1,161,194,34
"约制与建构：环境议题的呈现机制
基于A市市民反建L垃圾焚烧厂的省思[J].","龚文娟.","社会杂志,2013,33(1):161-194.","",2013,33,1,161,194,34
"我国社会组织体制的改革和未来[J].","李培林.","社会杂志,2013,33(3):1-10.","李培林. 我国社会组织体制的改革和未来[J]. 社会杂志, 2013, 33(3): 1-10.	",2013,33,3,1,10,10
"社会建设之我见：趋势、挑战与契机[J].","周雪光.","社会杂志,2013,33(3):11-17.","周雪光. 社会建设之我见：趋势、挑战与契机[J]. 社会杂志, 2013, 33(3): 11-17.	",2013,33,3,11,17,7
"谈谈加快形成现代社会组织体制问题[J].","王名|张严冰|马建银.","社会杂志,2013,33(3):18-28.","王名 | 张严冰 | 马建银. 谈谈加快形成现代社会组织体制问题[J]. 社会杂志, 2013, 33(3): 18-28.	",2013,33,3,18,28,11
"为了公共利益——一个经济学家的理想社会建设论纲[J].","陆铭.","社会杂志,2013,33(3):29-38.","陆铭. 为了公共利益——一个经济学家的理想社会建设论纲[J]. 社会杂志, 2013, 33(3): 29-38.	",2013,33,3,29,38,10
"回归乡土与现实：乡镇企业研究路径的反思[J].","周飞舟.","社会杂志,2013,33(3):39-50.","20世纪八九十年代兴盛的乡镇企业研究的核心问题是所谓的“中国模式”的悖论：这样一种产权模糊的企业如何能够成功？此问题并没有得到从企业经营和治理本身出发的充分回答，而随着乡镇企业的大规模转制和倒闭被人忘记。本文在渠敬东《占有、经营与治理》一文的启发和引领下，通过对乡镇企业研究的评述，对渠文的思路进行阐发，试图指出“乡镇企业悖论”的真正答案也许并不在产权本身，而是在企业的经营过程及其与乡土社会的紧密联系之中。",2013,33,3,39,50,12
"理论化与制度精神——由《占有、经营与治理：乡镇企业的三重分析概念》引申的几点思考[J].","赵立玮.","社会杂志,2013,33(3):51-64.","《占有、经营与治理：乡镇企业的三重分析概念》一文是近期中国社会学研究中基于中国经验的一种有意义的理论化尝试。研究者以理想型的方法构建了一个多重概念框架，力图呈现和解释作为总体现象的乡镇企业的多维面相和总体意义，揭示其展现出来的改革时代的制度精神。这项研究所呈现出的总体研究视角、概念框架与经验问题的相互作用的方法论取向，不仅体现了研究者所提出的“重返经典社会科学研究”的主张，而且对于推动中国社会学研究的理论化颇具意义。尽管该研究在总体概念框架的论述和对乡镇企业的制度精神的阐发等方面尚显不够，但依然体现了运用适当的经典社会科学概念解释中国经验问题的可能性及其有效性。",2013,33,3,51,64,14
"性别失衡背景下农民工心理失范的性别差异研究[J].","李卫东|李树茁|M.W.费尔德曼.","社会杂志,2013,33(3):65-88.","本文从角色视角，利用调查数据，分析性别失衡背景下农民工心理失范的性别差异及其机制。研究发现，性别、婚姻状况和与“养家糊口”相关的社会角色及特征对农民工的心理失范具有显著影响，其中，男性的心理失范程度要比女性严重，婚姻状态对农民工的心理失范影响没有性别差异，与“养家糊口”相关的社会角色及特征对农民工心理失范的影响存在性别差异。研究进一步发展了暴露差异理论与脆弱性差异理论，认为社会角色与性别角色变迁的不一致导致了角色紧张的出现，从而导致心理失范及其影响因素的性别差异。",2013,33,3,65,88,24
"初婚年龄的影响因素分析——基于CGSS2006的研究[J].","王鹏|吴俞晓.","社会杂志,2013,33(3):89-110.","本文基于“2006年中国综合社会调查”（CGSS2006）数据，使用事件史分析方法，探讨了城乡居民初婚年龄的变化趋势及其社会经济原因。研究发现，教育、职业和家庭的社会经济特征对初婚年龄有着显著的影响，并表现出性别和户籍差异。教育程度对女性初婚年龄的推迟效应大于男性，高等教育对农村户籍女性初婚年龄的推迟效应大于城市户籍女性，技术类职业相比非技术非管理类职业，对农村户籍男性居民的初婚年龄有着显著的提前效应。在城市户籍居民中，父母的教育程度越高，子女的初婚年龄越晚；兄弟姐妹越多，初婚年龄越早。对城市和农村户籍居民而言，父亲从事管理类职业对儿子的初婚年龄均有显著的提前效应，而且对农村户籍居民的影响要高于城市户籍居民。",2013,33,3,89,110,22
"子女需求对城市家庭居住方式的影响[J].","许琪.","社会杂志,2013,33(3):111-130.","本文使用中国家庭动态跟踪调查2010年初访数据，着重分析了子女需求对城市家庭居住方式的影响。研究发现，子女需求是导致年轻夫妇与父母同住的重要原因，这种需求一方面表现在经济上，尤其是在住房上对父母的依赖；另一方面表现在需要父母分担家务和帮助照料小孩。所以，除了父母的养老需求，子女需求对城市家庭居住选择的影响也同样不容忽视。在现代化和人口流动的背景下，虽然城市家庭有核心化的趋势，但由于当代中国城市家庭依然发挥着不可替代的重要功能，大家庭在未来依然有继续存在的必要性。",2013,33,3,111,130,20
"人们如何卷入公共参与事件——基于广州市恩宁路改造中公民行动的分析[J].","黄冬娅.","社会杂志,2013,33(3):131-158.","本文旨在探讨是什么使得公民卷入现实的公共参与网络，影响这种公共参与的行动力、持续性和影响力的因素是什么。基于对广州市恩宁路改造中公民参与的研究，本文发现，虚拟社区虽然拓展了人们的现实联系，因其动员的广泛性而推动了公共参与的兴起，但能否转化为现实中有影响力的持续公共参与行动还与线下的联络和动员机制及其特性密切相关：基于人际网络的联络和动员推动了公共参与行动的行动力及其持续性，开放的城市空间则为这种现实的参与行动拓展了影响力。本文对不同联络和动员机制的区分，有助于从“历时性”和“差异化参与”的角度解释公民参与在转型期中国的发展。",2013,33,3,131,158,28
"“捆绑式发展”与“隐喻型政治”——对汶川地震灾区平坝羌寨的案例研究[J].","辛允星.","社会杂志,2013,33(3):159-183.","笔者对汶川地震灾区平坝羌寨旅游开发与重建过程进行实地考察，把由政府主导“现代化工程”的社会发展样式称为“捆绑式发展”。在这种发展模式的运作过程中，当地社会发生了一系列权力与话语博弈事件，国家主流意识形态中的“发展话语”被村民巧妙地操作化运用，演绎出某种较新的草根政治“版本”，这种现象本文称之为“隐喻型政治”。“捆绑式发展”与“隐喻型政治”之间存在诸多值得关注的联系，透过这种联系，可以从某个视角窥探到中国基层政治形态的一些微妙演化和值得关注的新动向。",2013,33,3,159,183,25
"全球化与场域精神：麦当劳在东亚城市的“文化定制”逻辑[J].","邵颖萍.","社会杂志,2013,33(3):184-203.","全球化的故事并非文化的同质化。麦当劳在东亚城市的推进过程中，更多的是“文化定制”的结果——麦当劳所传递的不是完全同质化的美国文化，而是美式文化内核与地方文化生境碰撞而产生的特殊的全球地方化经验，其在东亚这个特定的文化场域内遵循着一整套的行动逻辑。地方文化虽然在成长，但总体上被全球文化所裹挟并吞噬。需要关注的是，麦当劳极具技巧地引导地方在参与“文化浅层定制”的过程中，逐步由“文化自觉”转变为“文化不自觉”。要启发地方由“文化不自觉”回归到“文化再自觉”，必须反思以乡村为主体的“文化自觉”类型本身在全球城市化背景下表达的有效性和代表性，城市和城市人的文化自觉应被予以更多的关注。",2013,33,3,184,203,20
"国企改制过程中的国家与工人阶级：结构变迁及其文献述评[J].","李锦峰.","社会杂志,2013,33(3):204-241.","在国企改制过程中，国家与工人阶级关系发生了三个方面的变化：首先，国家通过统合主义的方式逐渐退出了对社会的直接控制，从准全能主义过渡到了碎片化的威权主义；其次，工人阶级脱离了“完全性组织制度”，从受国家和单位庇护的领导阶级转变为市场化的劳动者；第三，国家与工人阶级关系运转的轴心发生了变革，从单位组织的主导转变为资本的逻辑。由此形成的国家-资本-工人阶级结构最大的问题是资本对劳动的严重剥夺。对此，一方面需要在国有企业生产方式资本化的过程中加强法制建设，保护工人的一般公民权，另一方面要在国有企业全面退出社会责任的过程中加强集体化的组织建设，争取工人的工业公民权。",2013,33,3,204,241,38
"拆解“结构—能动”的理论迷思：正负情愫交融现象的理论意涵[J].","叶启政.","社会杂志,2013,33(4):1-34.","至少自20世纪70年代以后，由“结构—能动”二元互斥对彰概念所经营的论述成为西方社会学理论的重要课题。本文从西方社会思想的发展脉络出发，试图从哲学人类学存有预设以及认知模式的角度来拆解这一论述议题可能内涵的基本特质——理性至上、认知导向、结构外在制约化与二元互斥对彰观，并进而指出，在当前以符号消费为导向的后现代场景中，这一论述架构不足以妥贴地掌握整个时代的脉动，无法处理诸如正负情愫交融这一当前社会的重要社会心理现象。因此，我们需要新的思维模式以及哲学人类学的存有预设，亦即新的社会学思维。",2013,33,4,1,34,34
"社会流动与政治信任：基于CGSS2006数据的实证研究[J].","盛智明.","社会杂志,2013,33(4):35-59.","本文通过中国综合社会调查（CGSS2006）数据，详细分析了中国的社会流动对民众政治信任的影响。研究表明，中国30年的改革开放和经济发展为民众提供了大量向上流动的机会，并给他们带来改善生活的希望。人们所经历的向上代际流动和代内流动，以及对向上流动的感知与预期都显著增强了他们的政治信任。结果显示，社会经济发展为人们带来的向上流动的经历与期望有助于维护社会政治稳定。",2013,33,4,35,59,25
"基于2010年中国综合社会调查的研究[J].","胡安宁周怡.一般信任模式的跨部门差异及其中介机制:","社会杂志,2013,33(4):60-82.","本文基于“市场”与“国家再分配”两种不同制度环境的讨论，利用中国综合社会调查2010年的数据，运用倾向值匹配方法处理潜在的选择性误差，考察了不同部门中个体的一般信任水平。结果显示，相比私有部门（外资企业和私营企业），在公共部门中工作的个体呈现了更高的一般信任水平。进一步的分析表明，政治参与水平和相对剥夺感作为中介于工作部门与一般信任水平之间的解释机制是显著的，在公共部门中工作的个体不仅在态度上对内在政治效能感有更高的认定，而且也能积极参与居委会社区的选举。这些特征极大提升了他们的一般信任水平。此外，公共部门中的个体在社会地位与经济地位上所持有的较低的相对剥夺感也有助于其建立更高的一般信任水平。",2013,33,4,60,82,23
"兼论地位层级认同基础的转变[J].","高勇.地位层级认同为何下移:","社会杂志,2013,33(4):83-102.","地位层级认同的“向下偏移”是一个在学理上和政策上都非常重要的现象。本文发现，地位层级的主要认同基础已由对具体社会单元的归属感转变为对收入等市场要素的占有，这是地位认同“参照系”的重大转变。要真正理解地位层级认同的“向下偏移”，就必须理解社会地位“参照系”的变动，而不仅仅是个体地位“参照点”的变动。建立在收入等市场要素占有基础上的地位参照系具有缺乏稳定性、没有具体边界等特点，因此导致原先的“中层认同”趋向于瓦解，新的“中层认同”又难以建立，地位层级认同出现整体性下移。要想建立起新的“中层认同”，不仅需要提升个体收入和福利，而且要在社会生活层面上通过种种制度方式建立起社会归属和公民认同。",2013,33,4,83,102,20
"政治社会资本对农民工留城意愿的影响研究[J].","刘茜杜海峰靳小怡崔烨.留下还是离开:","社会杂志,2013,33(4):103-116.","本文利用2009年“X市外来农民工调查”数据，分析来自不同组织类型的社会资本，尤其是政治社会资本对农民工留城意愿的影响。研究发现，政治社会资本比一般社会资本对农民工留城意愿的影响更大；弱关系型政治社会资本比强关系型政治社会资本对农民工留城意愿的影响更大；强弱关系兼有型政治社会资本比单一型政治社会资本对农民工留城意愿的影响更大。本文比较来自不同组织类型的社会资本，深入分析政治社会资本对农民工留在打工城市的意愿的影响，进一步延续和深入了社会资本对农民工留城意愿影响的研究。",2013,33,4,103,116,14
"一个广州的个案研究<U+00A0>[J].","丁瑜李会.住院康复精神病人日常生活实践中的充权:","社会杂志,2013,33(4):117-146.","本文源于社会工作者在广州某精神病院介入一位强迫症患者的实务反思。首先，本文描述精神病院这一专家权力掌控的“全控机构”，凸显全控机构下日常生活实践的碎片化特点。而这既是住院康复精神病人主体性展现的空间，也是社会工作者同理与接纳个案的理想平台，为探讨日常生活实践充权的可能性创造了条件。其次，本文反思与个案建立专业关系的过程，重新理解个案日常生活与外界环境的互动行为的意涵，不仅认识到个案本身的主体性力量和其中存在的充权可能性，也认识到日常生活实践对实现社会工作者同理与接纳的重要意义。这提醒社会工作者在实务过程中要时刻反思如何激发个案主体性，帮助其实现自我认同与接纳。",2013,33,4,117,146,30
"基于南苑业主自治的社区故事[J].","黄晓星.国家基层策略行为与社区过程:","社会杂志,2013,33(4):147-175.","在转型的社区情境中，国家基层政府的行为是策略性的，社区居民亦陷入了权变的回应过程。文章聚焦于20世纪80年代以来政府行为的不同阶段，从中观的社区形态考察基层政府的不同策略和社区过程。政府干预、释出和旁观调控三种不同类型的行为反映了政府对于社区的态度，社区层次和事件性质是基层政府策略行为的关键自变量。文章运用拓展性个案研究方法，分析了国家在社区的基层策略，以及转型期社区的生成和发展，基层政府行为与社区回应的不同逻辑是社区治理困境的重要根源。",2013,33,4,147,175,29
"强制结构理论及实验检验[J].","刘军DavidWillerPamelaEmanuelson.","社会杂志,2013,33(4):176-192.","学术界对强制关系的研究较少，尽管它无处不在。本文基于要素论探讨强制结构的含义、分类及模型，重点探讨了间接强制结构的效应。间接强制是涉及至少三个行动者的一类“不给钱就制裁,给钱就‘保护’你”的结构关系。实验研究结果表明，在边界条件内，间接强制结构与直接强制结构一样有效力，即有类似的强制幅度和力度，二者都使强制者获得最大的剥夺率。本文最后讨论了影响强制效果的因素，包括强制者的贪欲与策略、强—强联盟及受制者联盟的效应等。",2013,33,4,176,192,17
"宗教信仰选择：一个西方宗教经济学的文献梳理[J].","阮荣平郑风田刘力.","社会杂志,2013,33(4):193-224.","本文在回顾归纳国外宗教经济学相关理论和经验成果的基础上，建立了“供给—需求”分析框架。笔者认为，既有宗教经济学理论主要从供给和需求两个角度来解释信仰选择的作用机制。宗教市场理论从供给出发，认为宗教市场结构是宗教信仰的重要决定因素；宗教社会资本理论、宗教家庭生产模型、宗教人力资本模型和宗教事后保障模型则从需求角度出发，分别强调社会网络的人际依恋、宗教参与的机会成本、宗教产品的生产效率和宗教组织的公共物品供给因素等在宗教信仰选择方面发挥的影响。改革开放以来中国社会宗教信仰领域发生了极大的变化，引入宗教经济学视野一方面能为考察分析当今中国宗教信仰现状及推动其理论发展带来相应的契机，另一方面应考虑中国与西方社会之间的差异以及特殊性，对该视野的运用要有所甄别。",2013,33,4,193,224,32
"护教者帕斯卡尔的思想史意义[J].","康子兴.","社会杂志,2013,33(4):225-240.","帕斯卡尔的《致外省人信札》记录并展示了路易十四时代一场重要的思想和宗教争论：耶稣会与詹森教派之争。这场争论代表了天主教会的分裂，也在一定程度上代表了现代性与教父传统之间的冲突。帕斯卡尔直接参与了这场论战，《致外省人信札》正是这场论战的产物。本文试图回归现代性诞生之初的思想战场，重新梳理古老传统的护教者们对现代哲学作出的反应和批判，借以全面而深入地理解当下的生活、制度和危机。作为路易十四时代少有的天才，帕斯卡尔深刻而卓有智慧的洞见能够提供一种超越我们自身境遇之上的视角。",2013,33,4,225,240,16
"公民身份认同：一个新研究领域的形成理路[J].","郭台辉.","社会杂志,2013,33(5):1-28.","公民身份的认同问题是20世纪90年代以后由公民身份研究与认同研究结合而被推动起来的，是亚民族的地方认同与超民族的区域认同汇合到政治层面得以表达的结果，对西方民族国家建构的现代公民身份及其认同形态都产生很大冲击。公民身份与认同既相矛盾又可部分融合；公民身份认同主要关注个体或群体对政治共同体之成员地位（包括自我安全、归属、团结、包容或排斥）的心理认知和主观感受，在于提升政治共同体之成员的尊严和地位。公民身份认同研究从外部可以划分为宪政爱国主义、多元主义、激进民主主义这三种理论视角与政治主张，从内部可以划分为合法化构建的、拒斥性的、重新规划的公民身份认同三种类型。本文立足于20世纪90年代以来西方社会政治理论的主要文献，旨在厘清公民身份与认同两议题的结合过程，阐释据于公民身份认同的不同理论旨趣，探讨其内在的分形结构。公民身份认同研究正日益受到学术界的高度关注，其内部分形在现实上正挑战着现代公民身份的单一认同结构。
关键词：公民身份认同公民身份认同合法化构建的拒斥性的重新规划的",2013,33,5,1,28,28
"马克斯·韦伯：基于社会动力学的思考[J].","张旅平.","社会杂志,2013,33(5):29-58.","德国社会学创建的年代正值经典（自然）科学处于顶峰的时代。在唯科学主义观念的影响下，社会科学研究领域，尤其是社会学方面一度盛行因果一元论的决定论。为了改变此种状况，韦伯把“价值分析”引入社会学研究，设立了因果性说明与意义理解两种研究进路。这不仅弥补了方法论的不足，而且还形成了文化意义的社会动力学。凭借此种方法，韦伯最终较为合理地解释了西欧不同地区以及东西方的文化差异和社会现代性变迁问题，并为后人发明“轴心文明”概念和深化这一视角奠定了基础。",2013,33,5,29,58,30
"论操作化：当代社会科学哲学的启示[J].","吴肃然.","社会杂志,2013,33(5):59-87.","“操作化”是实证主义社会学研究方法的核心概念，目前许多社会学家对它的理解都源于以语言图像论为代表的传统社会科学哲学。语用学转向后的当代社会科学哲学则推翻了语言图像论，指出语词的意义并不在于它所对应的客观对象，而在于语词自身的实践用法及其相应的生活形式。这种观点为社会学家们提供了对于操作化的重新理解，也为超越目前社会学方法论的二元对立提供了可能。",2013,33,5,59,87,29
"——一项基于治理结构与政治机会（威胁）的城市比较分析[J].","黄荣贵，桂勇.为什么跨小区的业主组织联盟存在差异","社会杂志,2013,33(5):88-117.","本文结合社会运动联盟理论和城市治理理论，比较了上海和广州两个城市跨小区的业主组织联盟形态，提出一个基于治理结构与政治机会（威胁）的比较分析框架来理解两个城市业主组织联盟形态的差异。研究发现，与广州相比，上海的物业管理制度更加完善，基层治理组织架构也更加健全，体制内支持者相对缺乏，从而降低了社会冲突发生以及冲突激化为社会性公共议题的可能性。考虑到都市抗争的反应性特征以及中国社会管理体制所具有的社会控制和利益表达双重功能，都市抗争研究应该具体分析行动限制的制度根源、国家在预防社会抗争出现以及在抗争过程中的多重角色。",2013,33,5,88,117,30
"互联网使用是否扩大非制度化政治参与
——基于CGSS2006的工具变量分析[J].","陈云松.","社会杂志,2013,33(5):118-143.","本文使用CGSS2006的数据，对中国城镇居民的日常互联网使用与群体性上访、示威、集会等非制度化政治参与之间的关系进行分析。考虑到互联网使用与非制度化政治参与之间可能存在双向因果关系，除了广泛控制被访者的人口学特征、经济社会地位、心理和政治参与经历等变量外，本文还以被访者对信息通讯技术产品（ICT）的内在偏好作为工具变量，以解决联立性偏误问题。研究表明，互联网的日常使用可以扩大城市中的非制度化政治参与，互联网的使用和非制度化政治参与之间的“抑制性双向因果”意味着拓展利益诉求渠道是消除社会冲突的重要途径之一。",2013,33,5,118,143,26
"社会网络对健康行为的影响[J].","赵延东，胡乔宪.","社会杂志,2013,33(5):144-158.","个人社会网络对健康的积极作用已得到诸多研究的验证。研究认为，社会网络能推动人们的健康行为，从而提升健康水平，但这一影响机制尚需经验研究的支持。本研究利用一项大规模社会调查数据，检验了社会网络对“母乳喂养”这一健康行为的影响机制。研究结果发现，新生儿母亲社会网络中强关系比例越高，越可能在新生儿成长的早期为母亲提供实际的帮助和社会支持，从而提高母亲提供母乳喂养的可能性；她们的社会网络中如果有医务人员，能更有效地传递相关知识和信息，也可提高母乳喂养的可能。因此，社会网络主要通过提供社会支持与信息来促进健康行为，从而提高健康水平。",2013,33,5,144,158,15
"学校环境与学生成绩的性别差异[J].","王进，陈晓思.","社会杂志,2013,33(5):159-180.","近几十年来，随着女生受教育权利越来越得到重视，男女生在受教育机会方面趋于平等，但学校中却出现了男生平均成绩相比女生普遍偏低的现象，学生学习成绩的性别差异越来越明显。本文采用学校固定效应模型，分析不同的班级环境对学生学习成绩造成的影响及其性别差异。研究结果显示，男生学习成绩落后的现象多存在于学习环境相对较差的学校。进一步加入中间变量，初步探析其形成机制后发现，在较差的学校中，男生容易在同伴群体中形成反学校的认知、态度和行为，女生则较少受到这种影响，因而容易造成学习成绩上的性别差异。",2013,33,5,159,180,22
"——一项基于CGSS2005的实证分析[J].","黄嘉文.教育程度、收入水平与中国城市居民幸福感","社会杂志,2013,33(5):181-203.","本文基于幸福研究的社会经济视角，通过引入收入水平作为中介变量，将教育程度对个体幸福感的影响分解为直接效应和间接效应（也称教育回报效应），并分析它们在不同时空条件下对中国城市居民幸福感的影响。研究发现，教育程度与城市居民幸福感呈现显著的正向关系，拥有中专、高中和大学以上学历的个体是最幸福的。在不同的空间条件下，无论对于市场化程度较高地区还是市场化程度较低地区,教育回报对城市居民幸福感均有显著的正向影响。在不同的时间条件下，教育回报在高等教育扩招前对城市居民幸福感有显著的正向影响，但在高等教育扩招后，这种影响效应则变得不显著。",2013,33,5,181,203,23
"英雄伦理与抗争行动的持续性——以鲁西农民抗争积极分子为例[J].","吴长青.","社会杂志,2013,33(5):204-205.","在中国乡村抗争研究中，农民抗争的动机经常被理解为一种“受损逻辑”。虽然受损逻辑能够部分解释抗争行动的发起，但却不能解释在利益补偿、伦理关系修复的情况下，抗争为何会继续进行。本文在对鲁西农民抗争积极分子进行研究的基础上指出，推动抗争积极分子持续抗争的动机是一种由抗争行动本身带来的、突出的、不同于受损逻辑的“英雄伦理”。这种英雄伦理发展出了互助连带机制、等级区分机制和友情再造机制等三种机制，从而推动着抗争的持续进行。然而，这三种机制在推动抗争持续进行的同时，也存在着各自内在的限制。最后，笔者讨论了“英雄伦理”对于理解中国乡村抗争政治的贡献。",2013,33,5,204,205,2
"——读鲍德里亚的《消费社会》[J].","吴玉彬.鲍德里亚和马克思的异曲同工之处","社会杂志,2013,33(5):230-241.","吴玉彬. 鲍德里亚和马克思的异曲同工之处 ——读鲍德里亚的《消费社会》[J]. 社会杂志, 2013, 33(5): 230-241.	",2013,33,5,230,241,12
"——读鲍德里亚的《消费社会》[J].","吴玉彬.鲍德里亚和马克思的异曲同工之处","社会杂志,2013,33(5):230-241.","吴玉彬. 鲍德里亚和马克思的异曲同工之处 ——读鲍德里亚的《消费社会》[J]. 社会杂志, 2013, 33(5): 230-241.	",2013,33,5,230,241,12
"脱耦中的合法性动员——对南方某大学孵化器的扎根理论分析[J].","王程韡,王路昊.","社会杂志,2013,33(6):30-58.","脱耦与合法性重建是组织社会学研究的核心和中国科技孵化器建设事业的重点。已有研究对组织特性和可利用的社会、文化资源的强调，并不能完满地解释中国大学孵化器脱耦中的合法性动员机制。本文通过对南方某成功运作的大学孵化器的扎根理论分析发现，当面对强大的环境神话压力时，无法实现经济效率的初创期组织必须首先完成合法性重建，才能进行正式的制度化。该孵化器成功的关键在于，首先移植已形成特殊信任的校友网络实现道义合法性，再进一步抓住现实机遇,借助项目的成功实现实用合法性。唯一权威领导的塑造和“四不像”模糊制度理念的宣导等都是重建中重要的意义建构的部分，这也离不开与更大的制度场域的重新耦合。",2013,33,6,30,58,29
"神话叙事：灾难心理重建的本土经验——社会人类学田野视角对西方心理治疗理念的超越[J].","王曙光,丹芬妮·克茨.","社会杂志,2013,33(6):59-92.","灾后心理创伤康复，本质上是一个心理—文化人类学问题，同地方性文化经验密切相关。然而，利用文化经验的议题正被心理咨询辅导治疗这种简单医患关系的临床模式所取代。“5·12”汶川大地震羌族儿童灾后心理康复本土文化实践的纵向历时研究表明，采用羌族文化语境下的叙事文本，能够极大地推动传统文化变量步入族群心理健康促进的前台；而隐藏在西方心理学文本中的“个人主义”方法论导向的心理治疗策略，在以“集体主义”为特征的中国传统文化中必然面临挑战。这突出表明，外来知识文本在地方性语境中迫切需要用本土视角加以全面校正的重要性。",2013,33,6,59,92,34
"农民维权活动的理法抗争及其理论解释——两起征地案例的启示[J].","覃琮.","社会杂志,2013,33(6):93-121.","基于对广西两个征地案例的研究，本文发现，农民维权抗争的实践逻辑，不能用现有的“日常反抗”、“法权抗争”和“规则模式”框架来解释。当地农民维权活动的一般性特征可称之为“理法抗争”，其行为理据、策略选择和目标制定都在合“理”合“法”的框架内。具体表现为：对被征土地的“待价而沽”、积极运用“拖”的抗争策略、在集体行动中并用“理”与“法”的行动策略，不使事态失控，不与地方政府交恶。农民的“理法”抗争，既根植于乡土社会，也因中国政府政治合法性的转变而导致的国家对稳定的刚性需求、地方追求经济绩效和维稳工作实践之间始终存在某种张力，正是这种张力促使农民在与地方政府争取拥有平等对话主体资质的抗争过程中形成某种“默契”。",2013,33,6,93,121,29
"市场转型与职业性别垂直隔离[J].","童梅,王宏波.","社会杂志,2013,33(6):122-138.","在社会学研究中，把男女劳动者进入不同职业称之为职业性别的水平隔离，而男女劳动者在同一类职业中从事地位不同的工作，则是职业性别的垂直隔离。本文关注中国市场转型过程中职业性别垂直隔离的趋势。笔者从2009年八大城市调查数据发现：即使在没有性别水平隔离的中性职业中，也同样存在着性别垂直隔离，且市场转型加剧了职业性别垂直隔离程度。",2013,33,6,122,138,17
"中国家庭幸福感测量[J].","王广州,王军.","社会杂志,2013,33(6):139-160.","中国传统社会历来是“家本位”，测量家庭幸福感在中国具有特殊意义。为克服家庭幸福感测量中存在的自评异质性问题，本文采用全国范围有代表性的概率样本调查数据，引入“测量锚点”和“等比例方法”对家庭幸福感评分进行标准化，在此基础上，进而分析家庭幸福感自评异质性的影响因素以及标准化与非标准化测量的评分差异，从而揭示以往主观评价变量非标准化测量可能存在的问题。最后，本文以社区融合状况对居民家庭幸福感的影响为例，通过分层线性回归模型比较了家庭幸福感标准化与非标准化测量在研究结论方面存在的显著差异。",2013,33,6,139,160,22
"城镇居民普遍信任的区域间及区域内差异分析——基于“资源因素论”视角[J].","敖丹,邹宇春,高翔.","社会杂志,2013,33(6):161-179.","本研究采用CGSS2003数据分析普遍信任的区域间及区域内的差异，发现中国城镇居民的普遍信任程度从高到低排序依次为东部、中部和西部。该发现从“资源因素论”的视角验证了普遍信任的程度差异与地区层面的宏观公共资源的相关性，微观层面的资源（包括个人拥有的资源和个人借用的资源）对地区内城镇居民的普遍信任有正向影响，这一影响会因宏观层面资源的不同而发生变化。",2013,33,6,161,179,19
"互助合作实践的理想建构——柳青小说《种谷记》的社会学解读[J].","罗琳.","社会杂志,2013,33(6):180-216.","本研究试图通过有关农民互助合作的意识形态表达来探讨这样一个社会观念史问题：合作化在20世纪中叶的中国革命语境中究竟是如何被理解的，它们体现着什么思想观念，遵循了怎样的逻辑，其理念化的构想具体是如何展开的，且在乡村社会中造成了什么样的局面，结果发生了怎样的转换并形成了哪些悖论？笔者选择以描写中国农村合作化历程而著名的当代作家柳青的小说《种谷记》作为分析对象，基于文本分析的视角来透析在其作品中所建构的当时行动主体有关互助合作的理想追求及其实践，从而分析这一理想建构发生转换的逻辑和机制。本文主要的研究结论有以下两点：（1）在政治和阶级分析话语的主导下，原本旨在为提高生产效率而进行的“组织起来”的努力却贬损了乡村中的重要生产主体——中农，同时也使得向来对乡村劳动者的生产活动发挥着“激励劳动的因素”功能的乡村经济伦理开始式微；（2）在以“为公”取代“为私”的理想道德实践中，隐含着以“公家”取代“众人”的逻辑转换；进而形成了以“公家-代理人”为中心的新“差序格局”，由此阻碍了团体格局的形成。",2013,33,6,180,216,37
